id,route,milepost_from,segment_from,milepost_to,segment_to,effective_date,jurisdiction_left,jurisdiction_left_code,jurisdiction_right,jurisdiction_right_code,comments,user_update,year
52616,I084 R 027 E OF,0,001042,0.274,001042,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52617,I084 R 027 E ON,0,001043,0.284,001043,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52618,I084 R 027 W OF,0,001044,0.272,001044,8/1/1983,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52619,I084 R 027 W ON,0,001045,0.292,001045,8/1/1983,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52620,I084 R 028 E OF,0,001075,0.26,001075,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52621,I084 R 028 E ON,0,001076,0.498,001076,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52622,I084 R 028 W OF,0,001073,0.414,001073,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52623,I084 R 029 E OF,0,030410,0.278,030410,9/19/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52624,I084 R 029 E ON,0,001082,0.407,001082,7/8/2008,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52625,I084 R 029 W OF,0,001083,0.279,001083,7/8/2008,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52626,I084 R 029 W ON,0,001084,0.467,001084,7/8/2008,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52627,I084 R 033 E OF,10,025388,10.445,025388,12/12/2006,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
53716,,0,002076,0.611,002076,6/16/2010,Fairfield,2050,Fairfield,2050,,SYSTEM,2013
52628,I084 R 033 E ON,10,025389,10.367,025389,12/12/2006,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52629,I084 R 033 W OF,10,025385,10.386,025385,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52630,I084 R 033 W ON,10,025386,10.438,025386,12/12/2006,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52631,I084 R 035 E OF,0,001086,0.237,001086,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52632,I084 R 035 E ON,0,001087,0.25,001087,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52633,I084 R 035 W OF,0,001088,0.271,001088,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52634,I084 R 035 W ON,0,001089,0.26,001089,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52635,I084 R 036 E OF,0,001090,0.257,001090,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52636,I084 R 036 E ON,0,001091,0.226,001091,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52637,I084 R 036 W OF,0,001092,0.24,001092,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52638,I084 R 036 W ON,0,001093,0.222,001093,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52639,I084 R 038 E OF,0,001094,0.281,001094,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52640,I084 R 038 E ON,0,001095,0.33,001095,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52641,I084 R 038 W OF,0,001096,0.27,001096,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52642,I084 R 038 W ON,0,001097,0.36,001097,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52643,I084 R 042 E OF,10,025580,10.396,025580,5/25/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52644,I084 R 042 E ON,10,025581,10.501,025581,5/25/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52645,I084 R 042 W OF,10,025582,10.436,025582,5/25/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52646,I084 R 042 W ON,10,025583,10.72,025583,5/25/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52647,I084 R 044 E OF,0,001099,0.336,001099,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52648,I084 R 044 E ON,0,001098,0.406,001098,9/19/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52649,I084 R 044 W OF,0,001100,0.364,001100,9/19/2011,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52650,I084 R 044 W ON,0,001101,0.307,001101,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52651,I084 R 046 E OF,0,008625,0.592,008625,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52652,I084 R 046 E ON,0,008626,0.4,008626,8/30/1990,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52653,I084 R 046 W OF,0,008627,0.693,008627,9/12/2007,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52654,I084 R 046 W ON,0,008628,0.57,008628,8/30/1990,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52655,I084 R 049 E ON,0,025271,1.128,025271,4/6/2000,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52656,I084 R 049 W OF,10,030406,10.256,030406,11/25/2002,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52657,I084 R 049 W ON,0,025272,0.377,025272,11/21/2000,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52658,I084 R 050 E OF,0,016043,0.171,016043,1/1/1996,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52659,I084 R 050 E ON,0,016044,0.377,016044,1/13/1995,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52660,I084 R 050 W OF,0,016045,0.195,016045,10/3/1996,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52661,I084 R 050 W OF,0,016046,0.23,016046,1/1/1996,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52662,I084 R 050 W ON,0,016047,0.107,016047,11/25/2002,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52663,I084 R 050 W ON,0.107,016047,0.579,016047,11/25/2002,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52664,I084 R 052 E OF,0,001109,0.375,001109,2/17/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52665,I084 R 052 E ON,0,001110,0.326,001110,2/17/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52666,I084 R 052 W OF,0,001111,0.376,001111,10/15/2009,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52667,I084 R 052 W ON,0,001112,0.389,001112,2/17/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52668,I084 R 053 E OF,0,001113,0.25,001113,7/22/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52669,I084 R 053 E ON,0,001114,0.416,001114,7/22/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52670,I084 R 053 W OF,0,001115,0.301,001115,7/22/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52671,I084 R 053 W ON,0,001116,0.363,001116,7/22/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52672,I084 R 054 E OF,0,001117,0.21,001117,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52673,I084 R 054 E ON,0,001118,0.19,001118,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52674,I084 R 054 W OF,0,001119,0.18,001119,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52675,I084 R 054 W ON,0,001120,0.22,001120,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52676,I084 R 057 E OF,0,001121,0.178,001121,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52677,I084 R 057 E ON,0,001122,0.374,001122,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52678,I084 R 057 W OF,0,001123,0.25,001123,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52679,I084 R 057 W ON,0,001124,0.296,001124,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52680,I084 R 060 E OF,0,025174,0.491,025174,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52681,I084 R 060 E ON,0,025173,0.672,025173,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52682,I084 R 060 W OF,0,025175,0.501,025175,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52683,I084 R 060 W ON,0,025176,0.52,025176,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52684,I084 R 064 E OF,0,001125,0.403,001125,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52685,I084 R 064 E ON,0,001126,0.232,001126,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52686,I084 R 064 W OF,0,001128,0.304,001128,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52687,I084 R 064 W ON,0,001127,0.341,001127,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52688,I084 R 071 E OF,0,001129,0.283,001129,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52689,I084 R 071 E ON,0,001130,0.296,001130,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52690,I084 R 071 W OF,0,001131,0.237,001131,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52691,I084 R 071 W ON,0,001132,0.266,001132,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52692,I084 R 074 E OF,0,001133,0.289,001133,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52693,I084 R 074 E ON,0,001134,0.266,001134,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52694,I084 R 074 W OF,0,001135,0.23,001135,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52695,I084 R 074 W ON,0,001136,0.287,001136,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52696,I084 R 090 E OF,0,001137,0.461,001137,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52697,I084 R 090 E ON,0,001138,0.288,001138,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52698,I084 R 090 W OF,0,001140,0.21,001140,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52699,I084 R 090 W ON,0,001139,0.281,001139,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52700,I084 R 095 E OF,0,001141,0.365,001141,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52701,I084 R 095 E ON,0,001142,0.34,001142,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52702,I084 R 095 W OF,0,001143,0.377,001143,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52703,I084 R 095 W ON,0,001144,0.3,001144,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52704,I084 R 099 E OF,0,001145,0.288,001145,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52705,I084 R 099 E ON,0,001146,0.458,001146,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52706,I084 R 099 W OF,0,001147,0.28,001147,1/1/1978,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52707,I084 R 099 W ON,0,001148,0.425,001148,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52708,I084 R 112 E OF,0,001149,0.275,001149,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52709,I084 R 112 E ON,0,001150,0.356,001150,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52710,I084 R 112 W OF,0,001151,0.356,001151,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52711,I084 R 112 W ON,0,001152,0.395,001152,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52712,I084 R 114 E ON,0,001153,0.487,001153,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52713,I084 R 114 W OF,0,001154,0.324,001154,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52714,I084 R 120 E OF,0,001155,0.35,001155,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52715,I084 R 120 W ON,0,001156,0.355,001156,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52716,I084 R 121 E OF,0,001157,0.311,001157,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52717,I084 R 121 E ON,0,001158,0.292,001158,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52718,I084 R 121 W OF,0,001159,0.256,001159,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52719,I084 R 121 W ON,0,001160,0.326,001160,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52720,I084 R 125 E OF,0,001161,0.3,001161,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52721,I084 R 125 E ON,0,001162,0.308,001162,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52722,I084 R 125 W OF,0,001163,0.271,001163,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52723,I084 R 125 W ON,0,001164,0.27,001164,1/1/1978,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52724,I084 R 129 E OF,0,001165,0.353,001165,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52725,I084 R 129 E ON,0,001166,0.294,001166,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52726,I084 R 129 W OF,0,001167,0.217,001167,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52727,I084 R 129 W ON,0,001168,0.296,001168,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52728,I084 R 137 E OF,0,001169,0.596,001169,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52729,I084 R 137 E ON,0,001170,0.416,001170,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52730,I084 R 137 W OF,0,001171,0.444,001171,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52731,I084 R 137 W ON,0,001172,0.838,001172,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52732,I084 R 141 E OF,0,001174,0.289,001174,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52733,I084 R 141 E ON,0,001175,0.515,001175,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52734,I084 R 141 W OF,0,001176,0.31,001176,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52735,I084 R 141 W ON,0,001177,0.36,001177,1/1/1978,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52736,I084 R 147 E OF,0,001178,0.335,001178,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52737,I084 R 147 E ON,0,001179,0.421,001179,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52738,I084 R 147 W OF,0,001180,0.357,001180,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52739,I084 R 147 W ON,0,001181,0.405,001181,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52740,I084 R 155 E OF,0,001182,0.266,001182,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52741,I084 R 155 E ON,0,001264,0.403,001264,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52742,I084 R 155 W OF,0,001265,0.36,001265,8/19/1988,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52743,I084 R 155 W ON,0,001183,0.385,001183,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52744,I084 R 157 E OF,0,001184,0.358,001184,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52745,I084 R 157 E ON,0,001185,0.412,001185,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52746,I084 R 157 W OF,0,001186,0.381,001186,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52747,I084 R 157 W ON,0,001187,0.36,001187,1/1/1978,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52748,I084 R 165 E OF,0,001188,0.234,001188,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52749,I084 R 165 E ON,0,001189,0.362,001189,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52750,I084 R 165 W OF,0,001190,0.243,001190,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52751,I084 R 165 W ON,0,001191,0.368,001191,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52752,I084 R 168 E OF,0,001193,0.371,001193,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52753,I084 R 168 E ON,0,001194,0.3,001194,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52754,I084 R 168 W OF,0,001195,0.358,001195,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52755,I084 R 168 W ON,0,001196,0.307,001196,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52756,I084 R 173 E OF,0,001197,0.976,001197,8/21/2013,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52757,I084 R 173 E ON,0,001198,0.903,001198,8/21/2013,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52758,I084 R 173 W OF,0,001199,0.896,001199,5/1/2003,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52759,I084 R 173 W ON,0,001200,0.722,001200,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52760,I084 R 182 E OF,0,001201,0.3,001201,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52761,I084 R 182 E ON,0,001202,0.373,001202,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52762,I084 R 182 W OF,0,001203,0.396,001203,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52763,I084 R 182 W ON,0,001204,0.335,001204,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52764,I084 R 188 E OF,0,001205,0.323,001205,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52765,I084 R 188 E ON,0,001206,0.42,001206,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52766,I084 R 188 W OF,0,001207,0.324,001207,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52767,I084 R 188 W ON,0,001208,0.317,001208,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52768,I084 R 194 E OF,0,001209,0.388,001209,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52769,I084 R 194 E ON,0,001210,0.421,001210,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52770,I084 R 194 W OF,0,001211,0.402,001211,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52771,I084 R 194 W ON,0,001212,0.395,001212,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52772,I084 R 201 E OF,0,001213,0.255,001213,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52773,I084 R 201 E ON,0,001214,0.367,001214,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52774,I084 R 201 W OF,0,001215,0.342,001215,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52775,I084 R 201 W ON,0,001216,0.272,001216,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52776,I084 R 208 E OF,0,001217,0.314,001217,6/1/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52777,I084 R 208 E ON,0,001218,0.317,001218,6/1/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52778,I084 R 208 W OF,0,001219,0.249,001219,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52779,I084 R 208 W ON,0,001220,0.285,001220,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52780,I084 R 211 E OF,0,006453,0.556,006453,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52781,I084 R 211 E ON,0,006451,0.888,006451,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52782,I084 R 211 W OF,0,001224,0.267,001224,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52783,I084 R 211 W ON,0,001226,0.295,001226,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52784,I084 R 216 E OF,0,001228,0.199,001228,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52785,I084 R 216 E ON,0,001229,0.259,001229,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52786,I084 R 216 W OF,0,001230,0.185,001230,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52787,I084 R 216 W ON,0,001231,0.238,001231,1/1/2010,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52788,I084 R 222 E OF,0,001232,0.24,001232,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52789,I084 R 222 E ON,0,001235,0.71,001235,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52790,I084 R 222 W OF,0,001233,0.49,001233,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52791,I084 R 222 W ON,0,001234,0.64,001234,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52792,I084 R 228 E OF,0,001236,0.223,001236,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52793,I084 R 228 E ON,0,001237,0.223,001237,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52794,I084 R 228 W OF,0,001238,0.219,001238,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52795,I084 R 228 W ON,0,001239,0.173,001239,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52796,I084 R 237 E OF,0,001240,0.242,001240,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52797,I084 R 237 E ON,0,001241,0.366,001241,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52798,I084 R 237 W OF,0,001242,0.241,001242,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52799,I084 R 237 W ON,0,001243,0.33,001243,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
53717,,0,002131,1.595,002131,2/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2013
52800,I084 R 245 E OF,0,001244,0.252,001244,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52801,I084 R 245 E ON,0,001245,0.377,001245,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52802,I084 R 245 W OF,0,001246,0.237,001246,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52803,I084 R 245 W ON,0,001247,0.394,001247,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52804,I084 R 254 E OF,0,001248,0.356,001248,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52805,I084 R 254 E ON,0,001249,0.25,001249,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52806,I084 R 254 W OF,0,001250,0.213,001250,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52807,I084 R 254 W ON,0,001251,0.28,001251,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52808,I084 R 263 E OF,0,001252,0.265,001252,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52809,I084 R 263 E ON,0,001253,0.396,001253,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52810,I084 R 263 W OF,0,001254,0.328,001254,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52811,I084 R 263 W ON,0,001255,0.363,001255,6/12/2011,ITD District 4,3804,ITD District 4,3804,,SYSTEM,2013
52812,I084 R1 028 W ON,0,001074,0.216,001074,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52813,I084 R1 033 E ON,10,025390,10.153,025390,12/12/2006,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52814,I084 R1 033 W OF,10,025387,10.341,025387,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52815,I084 R1 044 E ON,0,001102,0.25,001102,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52816,I084 R1 046 E ON,0,008629,0.465,008629,8/30/1990,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52817,I084 R1 050 E OF,0,016042,0.223,016042,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
52818,I084 R1 060 E OF,0,025172,0.583,025172,1/1/2010,ITD District 3,3793,ITD District 3,3793,,SYSTEM,2013
